id,subject,fold,model,th,f1
SR009-TR1-2930-2994,SR009,3,2D,0.7,0.4344998525462259
SR009-TR1-2930-2994,SR009,3,2D,0.75,0.36333542186573065
SR009-TR1-2930-2994,SR009,3,2D,0.8,0.3213946323944081
SR009-TR1-2930-2994,SR009,3,2D,0.85,0.1491463032491143
SR009-TR1-2930-2994,SR009,3,2D,0.9,0.02704678362426687
SR009-TR1-2930-2994,SR009,3,2D,0.95,0
SR009-TR1-5300-5364,SR009,3,3D,0.5,0.41160400036003136
SR009-TR1-5300-5364,SR009,3,3D,0.55,0.3779647715884534
SR009-TR1-5300-5364,SR009,3,3D,0.6,0.3526774152674671
SR009-TR1-5300-5364,SR009,3,3D,0.65,0.3049026899945702
SR009-TR1-5300-5364,SR009,3,3D,0.7,0.2866666157246802
SR009-TR1-5300-5364,SR009,3,3D,0.75,0.23648804429812978
SR009-TR1-5300-5364,SR009,3,3D,0.8,0.13949937761044906
SR009-TR1-5300-5364,SR009,3,3D,0.85,0.08689251284192458
SR009-TR1-5300-5364,SR009,3,3D,0.9,0.035722562104755044
SR009-TR1-5300-5364,SR009,3,3D,0.95,0
SR009-TR1-5300-5364,SR009,3,2D,0.5,0.3283224067481192
SR009-TR1-5300-5364,SR009,3,2D,0.55,0.30113126455797634
SR009-TR1-5300-5364,SR009,3,2D,0.6,0.2386550948965578
SR009-TR1-5300-5364,SR009,3,2D,0.65,0.221463952706015
SR009-TR1-5300-5364,SR009,3,2D,0.7,0.20631243755495898
SR009-TR1-5300-5364,SR009,3,2D,0.75,0.1732595529406766
SR009-TR1-5300-5364,SR009,3,2D,0.8,0.13548482766737968
SR009-TR1-5300-5364,SR009,3,2D,0.85,0.04369547119392336
SR009-TR1-5300-5364,SR009,3,2D,0.9,0
SR009-TR1-5300-5364,SR009,3,2D,0.95,0
SR010-CL1-4068-4132,SR010,4,3D,0.5,0.6382479751229387
SR010-CL1-4068-4132,SR010,4,3D,0.55,0.6306722175474107
SR010-CL1-4068-4132,SR010,4,3D,0.6,0.6228597175476548
SR010-CL1-4068-4132,SR010,4,3D,0.65,0.5837498690640315
SR010-CL1-4068-4132,SR010,4,3D,0.7,0.5211313887559831
SR010-CL1-4068-4132,SR010,4,3D,0.75,0.4719954440571472
SR010-CL1-4068-4132,SR010,4,3D,0.8,0.42462666700237417
SR010-CL1-4068-4132,SR010,4,3D,0.85,0.34570852533471746
SR010-CL1-4068-4132,SR010,4,3D,0.9,0.2836532083418189
SR010-CL1-4068-4132,SR010,4,3D,0.95,0.07105829318305687
SR010-CL1-4068-4132,SR010,4,2D,0.5,0.4259243276755509
SR010-CL1-4068-4132,SR010,4,2D,0.55,0.3937814705335611
SR010-CL1-4068-4132,SR010,4,2D,0.6,0.35600674526026416
SR010-CL1-4068-4132,SR010,4,2D,0.65,0.3355842745863643
SR010-CL1-4068-4132,SR010,4,2D,0.7,0.313468889971662
SR010-CL1-4068-4132,SR010,4,2D,0.75,0.28601353282960384
SR010-CL1-4068-4132,SR010,4,2D,0.8,0.2534070767867369
SR010-CL1-4068-4132,SR010,4,2D,0.85,0.21865291965459996
SR010-CL1-4068-4132,SR010,4,2D,0.9,0.13785262116505456
SR010-CL1-4068-4132,SR010,4,2D,0.95,0.04005369630253274
SR010-CL1-6954-7018,SR010,4,3D,0.5,0.9287243553136154
SR010-CL1-6954-7018,SR010,4,3D,0.55,0.9287243553136154
SR010-CL1-6954-7018,SR010,4,3D,0.6,0.9287243553136154
SR010-CL1-6954-7018,SR010,4,3D,0.65,0.8639186899672742
SR010-CL1-6954-7018,SR010,4,3D,0.7,0.8297807264830407
SR010-CL1-6954-7018,SR010,4,3D,0.75,0.8065123282157258
SR010-CL1-6954-7018,SR010,4,3D,0.8,0.7371541501651083
SR010-CL1-6954-7018,SR010,4,3D,0.85,0.6406455862693831
SR010-CL1-6954-7018,SR010,4,3D,0.9,0.41737248257149195
SR010-CL1-6954-7018,SR010,4,3D,0.95,0.02173913043383743
SR010-CL1-6954-7018,SR010,4,2D,0.5,0.7442017627237808
SR010-CL1-6954-7018,SR010,4,2D,0.55,0.7224626322899433
SR010-CL1-6954-7018,SR010,4,2D,0.6,0.6665855383718724
SR010-CL1-6954-7018,SR010,4,2D,0.65,0.6443523367918338
SR010-CL1-6954-7018,SR010,4,2D,0.7,0.6243680107738389
SR010-CL1-6954-7018,SR010,4,2D,0.75,0.601099612506524
SR010-CL1-6954-7018,SR010,4,2D,0.8,0.5118085437587927
SR010-CL1-6954-7018,SR010,4,2D,0.85,0.3802999474130279
SR010-CL1-6954-7018,SR010,4,2D,0.9,0.26906303340707766
SR010-CL1-6954-7018,SR010,4,2D,0.95,0.022774327121113727
SR010-CL2-1125-1189,SR010,4,3D,0.5,0.8410919539941099
SR010-CL2-1125-1189,SR010,4,3D,0.55,0.8241379310061792
SR010-CL2-1125-1189,SR010,4,3D,0.6,0.781321839053623
SR010-CL2-1125-1189,SR010,4,3D,0.65,0.7212643677913165
SR010-CL2-1125-1189,SR010,4,3D,0.7,0.6439655172192598
SR010-CL2-1125-1189,SR010,4,3D,0.75,0.5922413792900089
SR010-CL2-1125-1189,SR010,4,3D,0.8,0.4031609195263949
SR010-CL2-1125-1189,SR010,4,3D,0.85,0.2402298850492258
SR010-CL2-1125-1189,SR010,4,3D,0.9,0.10287356321486259
SR010-CL2-1125-1189,SR010,4,3D,0.95,0
SR010-CL2-1125-1189,SR010,4,2D,0.5,0.8479474548136857
SR010-CL2-1125-1189,SR010,4,2D,0.55,0.8306855500523775
SR010-CL2-1125-1189,SR010,4,2D,0.6,0.7776637474634865
SR010-CL2-1125-1189,SR010,4,2D,0.65,0.7415959678625262
SR010-CL2-1125-1189,SR010,4,2D,0.7,0.6160873927894929
SR010-CL2-1125-1189,SR010,4,2D,0.75,0.536521620123091
SR010-CL2-1125-1189,SR010,4,2D,0.8,0.32159049442381393
SR010-CL2-1125-1189,SR010,4,2D,0.85,0.17914842181440774
SR010-CL2-1125-1189,SR010,4,2D,0.9,0.07983032293093507
SR010-CL2-1125-1189,SR010,4,2D,0.95,0
SR010-CL2-3303-3367,SR010,4,3D,0.5,0.7440419229523139
SR010-CL2-3303-3367,SR010,4,3D,0.55,0.7321371610481188
SR010-CL2-3303-3367,SR010,4,3D,0.6,0.7321371610481188
SR010-CL2-3303-3367,SR010,4,3D,0.65,0.6713061061410843
SR010-CL2-3303-3367,SR010,4,3D,0.7,0.6213061061435843
SR010-CL2-3303-3367,SR010,4,3D,0.75,0.4709472544764963
SR010-CL2-3303-3367,SR010,4,3D,0.8,0.28684780130714704
SR010-CL2-3303-3367,SR010,4,3D,0.85,0.20030473911048322
SR010-CL2-3303-3367,SR010,4,3D,0.9,0.03815789473489958
SR010-CL2-3303-3367,SR010,4,3D,0.95,0
SR010-CL2-3303-3367,SR010,4,2D,0.5,0.5643995097726262
SR010-CL2-3303-3367,SR010,4,2D,0.55,0.5229808589812905
SR010-CL2-3303-3367,SR010,4,2D,0.6,0.46859243694878483
SR010-CL2-3303-3367,SR010,4,2D,0.65,0.4390785480616441
SR010-CL2-3303-3367,SR010,4,2D,0.7,0.39939600838121453
SR010-CL2-3303-3367,SR010,4,2D,0.75,0.2919059290219569
SR010-CL2-3303-3367,SR010,4,2D,0.8,0.2508111577823885
SR010-CL2-3303-3367,SR010,4,2D,0.85,0.22129726889524778
SR010-CL2-3303-3367,SR010,4,2D,0.9,0.053594771238943406
SR010-CL2-3303-3367,SR010,4,2D,0.95,0
SR010-CL2-997-1061,SR010,4,3D,0.5,0.7479195050016463
SR010-CL2-997-1061,SR010,4,3D,0.55,0.722227056088099
SR010-CL2-997-1061,SR010,4,3D,0.6,0.722227056088099
SR010-CL2-997-1061,SR010,4,3D,0.65,0.6968652950052154
SR010-CL2-997-1061,SR010,4,3D,0.7,0.6011286891055108
SR010-CL2-997-1061,SR010,4,3D,0.75,0.500985184472637
SR010-CL2-997-1061,SR010,4,3D,0.8,0.2191380128307272
SR010-CL2-997-1061,SR010,4,3D,0.85,0.1635386423791534
SR010-CL2-997-1061,SR010,4,3D,0.9,0.045207307059110635
SR010-CL2-997-1061,SR010,4,3D,0.95,0
SR010-CL2-997-1061,SR010,4,2D,0.5,0.7815476190180379
SR010-CL2-997-1061,SR010,4,2D,0.55,0.7358333333054278
SR010-CL2-997-1061,SR010,4,2D,0.6,0.7269047618771752
SR010-CL2-997-1061,SR010,4,2D,0.65,0.6986309523544375
SR010-CL2-997-1061,SR010,4,2D,0.7,0.6116666666435294
SR010-CL2-997-1061,SR010,4,2D,0.75,0.43648809522144316
SR010-CL2-997-1061,SR010,4,2D,0.8,0.24874999999042946
SR010-CL2-997-1061,SR010,4,2D,0.85,0.1335119047567836
SR010-CL2-997-1061,SR010,4,2D,0.9,0
SR010-CL2-997-1061,SR010,4,2D,0.95,0
SR010-CR1-5758-5822,SR010,4,3D,0.5,0.7216733540060537
SR010-CR1-5758-5822,SR010,4,3D,0.55,0.7071775556871462
SR010-CR1-5758-5822,SR010,4,3D,0.6,0.6928801700666404
SR010-CR1-5758-5822,SR010,4,3D,0.65,0.6928801700666404
SR010-CR1-5758-5822,SR010,4,3D,0.7,0.6928801700666404
SR010-CR1-5758-5822,SR010,4,3D,0.75,0.6442476089354314
SR010-CR1-5758-5822,SR010,4,3D,0.8,0.5955926514582984
SR010-CR1-5758-5822,SR010,4,3D,0.85,0.4065936734940281
SR010-CR1-5758-5822,SR010,4,3D,0.9,0.1687511040404718
SR010-CR1-5758-5822,SR010,4,3D,0.95,0
SR010-CR1-5758-5822,SR010,4,2D,0.5,0.5953582475992845
SR010-CR1-5758-5822,SR010,4,2D,0.55,0.5766356788771863
SR010-CR1-5758-5822,SR010,4,2D,0.6,0.56432336656518
SR010-CR1-5758-5822,SR010,4,2D,0.65,0.5333495355921212
SR010-CR1-5758-5822,SR010,4,2D,0.7,0.5161129918522187
SR010-CR1-5758-5822,SR010,4,2D,0.75,0.48117727120303383
SR010-CR1-5758-5822,SR010,4,2D,0.8,0.4260987646221277
SR010-CR1-5758-5822,SR010,4,2D,0.85,0.29120948593919277
SR010-CR1-5758-5822,SR010,4,2D,0.9,0.10969913770395945
SR010-CR1-5758-5822,SR010,4,2D,0.95,0
SR010-CR1-7692-7756,SR010,4,3D,0.5,0.8360937974703352
SR010-CR1-7692-7756,SR010,4,3D,0.55,0.8018546670371228
SR010-CR1-7692-7756,SR010,4,3D,0.6,0.7478823350236468
SR010-CR1-7692-7756,SR010,4,3D,0.65,0.7173973851921134
SR010-CR1-7692-7756,SR010,4,3D,0.7,0.684294618395156
SR010-CR1-7692-7756,SR010,4,3D,0.75,0.6429401033467038
SR010-CR1-7692-7756,SR010,4,3D,0.8,0.5460922772639353
SR010-CR1-7692-7756,SR010,4,3D,0.85,0.44751368195056207
SR010-CR1-7692-7756,SR010,4,3D,0.9,0.3666836424286152
SR010-CR1-7692-7756,SR010,4,3D,0.95,0.03473320157941355
SR010-CR1-7692-7756,SR010,4,2D,0.5,0.7697984442771983
SR010-CR1-7692-7756,SR010,4,2D,0.55,0.7597984442775984
SR010-CR1-7692-7756,SR010,4,2D,0.6,0.7393817776117657
SR010-CR1-7692-7756,SR010,4,2D,0.65,0.7076788790623817
SR010-CR1-7692-7756,SR010,4,2D,0.7,0.6763926471796303
SR010-CR1-7692-7756,SR010,4,2D,0.75,0.5844799584228821
SR010-CR1-7692-7756,SR010,4,2D,0.8,0.5213451403450774
SR010-CR1-7692-7756,SR010,4,2D,0.85,0.4495419073491451
SR010-CR1-7692-7756,SR010,4,2D,0.9,0.35281025132818206
SR010-CR1-7692-7756,SR010,4,2D,0.95,0.0099999999996
SR010-TL1-1100-1164,SR010,4,3D,0.5,0.9659090908216599
SR010-TL1-1100-1164,SR010,4,3D,0.55,0.9659090908216599
SR010-TL1-1100-1164,SR010,4,3D,0.6,0.9659090908216599
SR010-TL1-1100-1164,SR010,4,3D,0.65,0.9659090908216599
SR010-TL1-1100-1164,SR010,4,3D,0.7,0.9659090908216599
SR010-TL1-1100-1164,SR010,4,3D,0.75,0.9450757574900626
SR010-TL1-1100-1164,SR010,4,3D,0.8,0.8825757574952708
SR010-TL1-1100-1164,SR010,4,3D,0.85,0.724242424176382
SR010-TL1-1100-1164,SR010,4,3D,0.9,0.4431818181422865
SR010-TL1-1100-1164,SR010,4,3D,0.95,0.02083333333159722
SR010-TL1-1100-1164,SR010,4,2D,0.5,0.9431818180966426
SR010-TL1-1100-1164,SR010,4,2D,0.55,0.9431818180966426
SR010-TL1-1100-1164,SR010,4,2D,0.6,0.9431818180966426
SR010-TL1-1100-1164,SR010,4,2D,0.65,0.8560606059830349
SR010-TL1-1100-1164,SR010,4,2D,0.7,0.7518939393250488
SR010-TL1-1100-1164,SR010,4,2D,0.75,0.6810606059984515
SR010-TL1-1100-1164,SR010,4,2D,0.8,0.5708333332809533
SR010-TL1-1100-1164,SR010,4,2D,0.85,0.38825757572193237
SR010-TL1-1100-1164,SR010,4,2D,0.9,0.08749999999229166
SR010-TL1-1100-1164,SR010,4,2D,0.95,0
SR010-TL1-2764-2828,SR010,4,3D,0.5,0.8656249999444402
SR010-TL1-2764-2828,SR010,4,3D,0.55,0.8499999999454168
SR010-TL1-2764-2828,SR010,4,3D,0.6,0.8187499999473699
SR010-TL1-2764-2828,SR010,4,3D,0.65,0.7864583332827908
SR010-TL1-2764-2828,SR010,4,3D,0.7,0.7541666666182119
SR010-TL1-2764-2828,SR010,4,3D,0.75,0.7052083332880772
SR010-TL1-2764-2828,SR010,4,3D,0.8,0.6260416666264279
SR010-TL1-2764-2828,SR010,4,3D,0.85,0.41562499997339847
SR010-TL1-2764-2828,SR010,4,3D,0.9,0.07812499999511718
SR010-TL1-2764-2828,SR010,4,3D,0.95,0
SR010-TL1-2764-2828,SR010,4,2D,0.5,0.8148721988262206
SR010-TL1-2764-2828,SR010,4,2D,0.55,0.7165353640988075
SR010-TL1-2764-2828,SR010,4,2D,0.6,0.6986782212429401
SR010-TL1-2764-2828,SR010,4,2D,0.65,0.6820115545773845
SR010-TL1-2764-2828,SR010,4,2D,0.7,0.666386554578361
SR010-TL1-2764-2828,SR010,4,2D,0.75,0.5848651960402831
SR010-TL1-2764-2828,SR010,4,2D,0.8,0.4362307422686438
SR010-TL1-2764-2828,SR010,4,2D,0.85,0.20991771707322635
SR010-TL1-2764-2828,SR010,4,2D,0.9,0.06577380951946978
SR010-TL1-2764-2828,SR010,4,2D,0.95,0
SR010-TL1-4236-4300,SR010,4,3D,0.5,0.8002675495996978
SR010-TL1-4236-4300,SR010,4,3D,0.55,0.7877675496003228
SR010-TL1-4236-4300,SR010,4,3D,0.6,0.7613786607128306
SR010-TL1-4236-4300,SR010,4,3D,0.65,0.7139816355434685
SR010-TL1-4236-4300,SR010,4,3D,0.7,0.6760652867022829
SR010-TL1-4236-4300,SR010,4,3D,0.75,0.5483322931571751
SR010-TL1-4236-4300,SR010,4,3D,0.8,0.49669087901844566
SR010-TL1-4236-4300,SR010,4,3D,0.85,0.3785272634634279
SR010-TL1-4236-4300,SR010,4,3D,0.9,0.2052692254251284
SR010-TL1-4236-4300,SR010,4,3D,0.95,0.02173913043383743
SR010-TL1-4236-4300,SR010,4,2D,0.5,0.7902673349646688
SR010-TL1-4236-4300,SR010,4,2D,0.55,0.7407999164207543
SR010-TL1-4236-4300,SR010,4,2D,0.6,0.7190406571624629
SR010-TL1-4236-4300,SR010,4,2D,0.65,0.6794938735388211
SR010-TL1-4236-4300,SR010,4,2D,0.7,0.6075396825092293
SR010-TL1-4236-4300,SR010,4,2D,0.75,0.5574770258701347
SR010-TL1-4236-4300,SR010,4,2D,0.8,0.4032581453434117
SR010-TL1-4236-4300,SR010,4,2D,0.85,0.24322960177021197
SR010-TL1-4236-4300,SR010,4,2D,0.9,0.0981377053696851
SR010-TL1-4236-4300,SR010,4,2D,0.95,0
SR010-TR1-1055-1119,SR010,4,3D,0.5,0.68927630337317
SR010-TR1-1055-1119,SR010,4,3D,0.55,0.66546677956478
SR010-TR1-1055-1119,SR010,4,3D,0.6,0.66546677956478
SR010-TR1-1055-1119,SR010,4,3D,0.65,0.6204592508636276
SR010-TR1-1055-1119,SR010,4,3D,0.7,0.5486228746828868
SR010-TR1-1055-1119,SR010,4,3D,0.75,0.5109244619863795
SR010-TR1-1055-1119,SR010,4,3D,0.8,0.4077498588171304
SR010-TR1-1055-1119,SR010,4,3D,0.85,0.27399774137592137
SR010-TR1-1055-1119,SR010,4,3D,0.9,0.0698522491968186
SR010-TR1-1055-1119,SR010,4,3D,0.95,0
SR010-TR1-1055-1119,SR010,4,2D,0.5,0.5568940733898503
SR010-TR1-1055-1119,SR010,4,2D,0.55,0.5305782839175511
SR010-TR1-1055-1119,SR010,4,2D,0.6,0.5305782839175511
SR010-TR1-1055-1119,SR010,4,2D,0.65,0.5180782839181761
SR010-TR1-1055-1119,SR010,4,2D,0.7,0.4698639982062161
SR010-TR1-1055-1119,SR010,4,2D,0.75,0.39275455794285463
SR010-TR1-1055-1119,SR010,4,2D,0.8,0.30080347927062934
SR010-TR1-1055-1119,SR010,4,2D,0.85,0.1662827411581022
SR010-TR1-1055-1119,SR010,4,2D,0.9,0.03690476190294501
SR010-TR1-1055-1119,SR010,4,2D,0.95,0
SR010-TR1-1183-1247,SR010,4,3D,0.5,0.6545402537663549
SR010-TR1-1183-1247,SR010,4,3D,0.55,0.6312718554990402
SR010-TR1-1183-1247,SR010,4,3D,0.6,0.5743183922981778
SR010-TR1-1183-1247,SR010,4,3D,0.65,0.5520851907181393
SR010-TR1-1183-1247,SR010,4,3D,0.7,0.47110426756420865
SR010-TR1-1183-1247,SR010,4,3D,0.75,0.35603243532091855
SR010-TR1-1183-1247,SR010,4,3D,0.8,0.20512806224110972
SR010-TR1-1183-1247,SR010,4,3D,0.85,0.1263942960108949
SR010-TR1-1183-1247,SR010,4,3D,0.9,0.04500752870115228
SR010-TR1-1183-1247,SR010,4,3D,0.95,0
SR010-TR1-1183-1247,SR010,4,2D,0.5,0.38544419577094263
SR010-TR1-1183-1247,SR010,4,2D,0.55,0.3519620529160518
SR010-TR1-1183-1247,SR010,4,2D,0.6,0.34005729101185683
SR010-TR1-1183-1247,SR010,4,2D,0.65,0.309501735458184
SR010-TR1-1183-1247,SR010,4,2D,0.7,0.2650339483460455
SR010-TR1-1183-1247,SR010,4,2D,0.75,0.23247092313810203
SR010-TR1-1183-1247,SR010,4,2D,0.8,0.14563555493798186
SR010-TR1-1183-1247,SR010,4,2D,0.85,0.02557544756899484
SR010-TR1-1183-1247,SR010,4,2D,0.9,0
SR010-TR1-1183-1247,SR010,4,2D,0.95,0
SR010-TR1-119-183,SR010,4,3D,0.5,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.55,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.6,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.65,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.7,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.75,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.8,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.85,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.9,0.9583333328680556
SR010-TR1-119-183,SR010,4,3D,0.95,0.8749999995625
SR010-TR1-119-183,SR010,4,2D,0.5,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.55,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.6,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.65,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.7,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.75,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.8,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.85,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.9,0.9583333328680556
SR010-TR1-119-183,SR010,4,2D,0.95,0.749999999625
SR010-TR1-1439-1503,SR010,4,3D,0.5,0.918718671632062
SR010-TR1-1439-1503,SR010,4,3D,0.55,0.9030936716330386
SR010-TR1-1439-1503,SR010,4,3D,0.6,0.8505639097310701
SR010-TR1-1439-1503,SR010,4,3D,0.65,0.786748120260646
SR010-TR1-1439-1503,SR010,4,3D,0.7,0.6853696741505022
SR010-TR1-1439-1503,SR010,4,3D,0.75,0.5084351503499637
SR010-TR1-1439-1503,SR010,4,3D,0.8,0.45843515035246374
SR010-TR1-1439-1503,SR010,4,3D,0.85,0.26521773181612723
SR010-TR1-1439-1503,SR010,4,3D,0.9,0.11634555137239262
SR010-TR1-1439-1503,SR010,4,3D,0.95,0
SR010-TR1-1439-1503,SR010,4,2D,0.5,0.7058769081429193
SR010-TR1-1439-1503,SR010,4,2D,0.55,0.6783471462397008
SR010-TR1-1439-1503,SR010,4,2D,0.6,0.6376594896003327
SR010-TR1-1439-1503,SR010,4,2D,0.65,0.5759806713456311
SR010-TR1-1439-1503,SR010,4,2D,0.7,0.4988477348417104
SR010-TR1-1439-1503,SR010,4,2D,0.75,0.42219777661674124
SR010-TR1-1439-1503,SR010,4,2D,0.8,0.27985565237418303
SR010-TR1-1439-1503,SR010,4,2D,0.85,0.1703679178918089
SR010-TR1-1439-1503,SR010,4,2D,0.9,0.10436958873908016
SR010-TR1-1439-1503,SR010,4,2D,0.95,0
SR010-TR1-1619-1683,SR010,4,3D,0.5,0.7069964348995685
SR010-TR1-1619-1683,SR010,4,3D,0.55,0.6414532319759237
SR010-TR1-1619-1683,SR010,4,3D,0.6,0.5627521343161295
SR010-TR1-1619-1683,SR010,4,3D,0.65,0.5333403696119773
SR010-TR1-1619-1683,SR010,4,3D,0.7,0.49691407660851283
SR010-TR1-1619-1683,SR010,4,3D,0.75,0.43316513205789786
SR010-TR1-1619-1683,SR010,4,3D,0.8,0.4068493425855987
SR010-TR1-1619-1683,SR010,4,3D,0.85,0.34255927249390855
SR010-TR1-1619-1683,SR010,4,3D,0.9,0.17478690039661038
SR010-TR1-1619-1683,SR010,4,3D,0.95,0.06918030369657298
SR010-TR1-1619-1683,SR010,4,2D,0.5,0.6122787947828511
SR010-TR1-1619-1683,SR010,4,2D,0.55,0.5279171660775127
SR010-TR1-1619-1683,SR010,4,2D,0.6,0.4908703824536459
SR010-TR1-1619-1683,SR010,4,2D,0.65,0.43053339869281254
SR010-TR1-1619-1683,SR010,4,2D,0.7,0.40879426825897514
SR010-TR1-1619-1683,SR010,4,2D,0.75,0.38563637352322555
SR010-TR1-1619-1683,SR010,4,2D,0.8,0.337478478788726
SR010-TR1-1619-1683,SR010,4,2D,0.85,0.23786903852638952
SR010-TR1-1619-1683,SR010,4,2D,0.9,0.14863690021415477
SR010-TR1-1619-1683,SR010,4,2D,0.95,0
SR010-TR1-1747-1811,SR010,4,3D,0.5,0.8357142856560205
SR010-TR1-1747-1811,SR010,4,3D,0.55,0.8357142856560205
SR010-TR1-1747-1811,SR010,4,3D,0.6,0.8357142856560205
SR010-TR1-1747-1811,SR010,4,3D,0.65,0.8357142856560205
SR010-TR1-1747-1811,SR010,4,3D,0.7,0.8357142856560205
SR010-TR1-1747-1811,SR010,4,3D,0.75,0.7488095237573072
SR010-TR1-1747-1811,SR010,4,3D,0.8,0.7142857142358844
SR010-TR1-1747-1811,SR010,4,3D,0.85,0.6452380951930385
SR010-TR1-1747-1811,SR010,4,3D,0.9,0.47261904758592405
SR010-TR1-1747-1811,SR010,4,3D,0.95,0.08809523808902493
SR010-TR1-1747-1811,SR010,4,2D,0.5,0.8160714285157642
SR010-TR1-1747-1811,SR010,4,2D,0.55,0.8160714285157642
SR010-TR1-1747-1811,SR010,4,2D,0.6,0.8160714285157642
SR010-TR1-1747-1811,SR010,4,2D,0.65,0.8160714285157642
SR010-TR1-1747-1811,SR010,4,2D,0.7,0.7994047618502087
SR010-TR1-1747-1811,SR010,4,2D,0.75,0.7815476189943413
SR010-TR1-1747-1811,SR010,4,2D,0.8,0.6822916666199808
SR010-TR1-1747-1811,SR010,4,2D,0.85,0.6132440475771349
SR010-TR1-1747-1811,SR010,4,2D,0.9,0.30892857140730123
SR010-TR1-1747-1811,SR010,4,2D,0.95,0.05014880952044634
SR010-TR1-183-247,SR010,4,3D,0.5,0.5249999998944792
SR010-TR1-183-247,SR010,4,3D,0.55,0.4833333332347569
SR010-TR1-183-247,SR010,4,3D,0.6,0.4833333332347569
SR010-TR1-183-247,SR010,4,3D,0.65,0.4833333332347569
SR010-TR1-183-247,SR010,4,3D,0.7,0.39166666658503474
SR010-TR1-183-247,SR010,4,3D,0.75,0.36041666658894095
SR010-TR1-183-247,SR010,4,3D,0.8,0.36041666658894095
SR010-TR1-183-247,SR010,4,3D,0.85,0.36041666658894095
SR010-TR1-183-247,SR010,4,3D,0.9,0.15416666663409723
SR010-TR1-183-247,SR010,4,3D,0.95,0
SR010-TR1-183-247,SR010,4,2D,0.5,0.5291666665334027
SR010-TR1-183-247,SR010,4,2D,0.55,0.5291666665334027
SR010-TR1-183-247,SR010,4,2D,0.6,0.5291666665334027
SR010-TR1-183-247,SR010,4,2D,0.65,0.5291666665334027
SR010-TR1-183-247,SR010,4,2D,0.7,0.5291666665334027
SR010-TR1-183-247,SR010,4,2D,0.75,0.42499999988930554
SR010-TR1-183-247,SR010,4,2D,0.8,0.42499999988930554
SR010-TR1-183-247,SR010,4,2D,0.85,0.3833333332295833
SR010-TR1-183-247,SR010,4,2D,0.9,0.2708333332552083
SR010-TR1-183-247,SR010,4,2D,0.95,0
SR010-TR1-1875-1939,SR010,4,3D,0.5,0.7347421863018471
SR010-TR1-1875-1939,SR010,4,3D,0.55,0.7076954026775802
SR010-TR1-1875-1939,SR010,4,3D,0.6,0.6898382598217129
SR010-TR1-1875-1939,SR010,4,3D,0.65,0.6731715931561574
SR010-TR1-1875-1939,SR010,4,3D,0.7,0.6584657108040812
SR010-TR1-1875-1939,SR010,4,3D,0.75,0.578134828456315
SR010-TR1-1875-1939,SR010,4,3D,0.8,0.48427256864604623
SR010-TR1-1875-1939,SR010,4,3D,0.85,0.38855164870528647
SR010-TR1-1875-1939,SR010,4,3D,0.9,0.16717559829922304
SR010-TR1-1875-1939,SR010,4,3D,0.95,0
SR010-TR1-1875-1939,SR010,4,2D,0.5,0.6891700758816495
SR010-TR1-1875-1939,SR010,4,2D,0.55,0.6891700758816495
SR010-TR1-1875-1939,SR010,4,2D,0.6,0.6412534092180471
SR010-TR1-1875-1939,SR010,4,2D,0.65,0.6412534092180471
SR010-TR1-1875-1939,SR010,4,2D,0.7,0.6412534092180471
SR010-TR1-1875-1939,SR010,4,2D,0.75,0.5930653840110801
SR010-TR1-1875-1939,SR010,4,2D,0.8,0.4704099402621817
SR010-TR1-1875-1939,SR010,4,2D,0.85,0.3251981055376981
SR010-TR1-1875-1939,SR010,4,2D,0.9,0.16825381467340672
SR010-TR1-1875-1939,SR010,4,2D,0.95,0
SR010-TR1-619-683,SR010,4,3D,0.5,0.9999999999285716
SR010-TR1-619-683,SR010,4,3D,0.55,0.9999999999285716
SR010-TR1-619-683,SR010,4,3D,0.6,0.9999999999285716
SR010-TR1-619-683,SR010,4,3D,0.65,0.9999999999285716
SR010-TR1-619-683,SR010,4,3D,0.7,0.9999999999285716
SR010-TR1-619-683,SR010,4,3D,0.75,0.9821428570727042
SR010-TR1-619-683,SR010,4,3D,0.8,0.9642857142168368
SR010-TR1-619-683,SR010,4,3D,0.85,0.7499999999464286
SR010-TR1-619-683,SR010,4,3D,0.9,0.3392857142614796
SR010-TR1-619-683,SR010,4,3D,0.95,0.14285714284693876
SR010-TR1-619-683,SR010,4,2D,0.5,0.9532967032267088
SR010-TR1-619-683,SR010,4,2D,0.55,0.9532967032267088
