id,subject,fold,model,class,DSC,IoU,Sensitivity,Specificity,tp,fp,fn,tn
SR010-TR1-1875-1939,SR010,4,2D,epi,0.9560695332766067,0.9158364122444308,0.9508386271194187,0.9995800577514329,3120795,125440,161355,298582300
SR010-TR1-1875-1939,SR010,4,2D,fas,0.9142810332866574,0.8420973210538477,0.8991370950444141,0.9997765292109352,892880,67264,100161,300929570
SR010-TR1-619-683,SR010,4,3D,epi,0.936392650619123,0.8803931743835681,0.9022416475462409,0.9999126976624347,955150,26272,103491,300904960
SR010-TR1-619-683,SR010,4,3D,fas,0.9613974161767342,0.925664379379525,0.9885947252383269,0.9998255609708395,764073,52544,8815,301164450
SR010-TR1-619-683,SR010,4,2D,epi,0.9387892610815559,0.8846398049442501,0.9383879898851452,0.9997862634524926,993416,64320,65225,300866900
SR010-TR1-619-683,SR010,4,2D,fas,0.9583053641158527,0.9199484485225199,0.9651217252693792,0.9998740044519135,745931,37952,26957,301179040
SR010-TR1-939-1003,SR010,4,3D,epi,0.9058520952828071,0.827906438770675,0.8596205773082451,0.9998685793946925,887572,39552,144944,300917820
SR010-TR1-939-1003,SR010,4,3D,fas,0.9384011614691238,0.8839508177757213,0.9526134467481157,0.9997848288750352,794693,64800,39531,301090850
SR010-TR1-939-1003,SR010,4,2D,epi,0.915828927080499,0.8447273220584245,0.9046009940766051,0.9997568293589367,934015,73184,98501,300884200
SR010-TR1-939-1003,SR010,4,2D,fas,0.9256737979415723,0.8616319663133649,0.9183480695832295,0.9998176623960556,766108,54912,68116,301100740
SR011-CL1-2300-2364,SR011,5,3D,epi,0.9618635028089384,0.9265289346935601,0.9455191766589639,0.9976878762328685,28945570,627456,1667844,270749020
SR011-CL1-2300-2364,SR011,5,3D,fas,0.8872962538140327,0.7974236240827196,0.931724308840251,0.9982100983173563,2958889,534848,216824,298279330
SR011-CL1-2300-2364,SR011,5,2D,epi,0.9186489752198729,0.8495381741619594,0.8662328873218779,0.9977831534995222,26518346,601600,4095068,270774880
SR011-CL1-2300-2364,SR011,5,2D,fas,0.6872495079827076,0.5235187586382978,0.8794012557180073,0.9927753896120377,2792726,2158816,382987,296655360
SR011-CL1-2850-2914,SR011,5,3D,epi,0.9781412912557986,0.9572177473125139,0.9661947783193471,0.9994824228742366,15260890,148128,533948,286046900
SR011-CL1-2850-2914,SR011,5,3D,fas,0.9383867376632682,0.8839252211278634,0.9736672170863909,0.99917757607050806,2362733,246368,63900,299316900
SR011-CL1-2850-2914,SR011,5,2D,epi,0.961285041664352,0.9254560492751898,0.9350951874276899,0.9994251752271796,14769677,164512,1025161,286030530
SR011-CL1-2850-2914,SR011,5,2D,fas,0.8641930060555761,0.7608625502951093,0.9590440746499368,0.997890048360536,2327248,632064,99385,298931200
SR011-CL1-7000-7064,SR011,5,3D,epi,0.8942330220445688,0.8086993370863816,0.9432193780153499,0.9942275087539122,9553289,1684768,575096,290176740
SR011-CL1-7000-7064,SR011,5,3D,fas,0.935692107437688,0.8791554718109038,0.9066773467035699,0.998761745776527,10418264,359712,1072333,290139600
SR011-CL1-7000-7064,SR011,5,2D,epi,0.8908400521328859,0.8031664448810546,0.9050086464920123,0.9955996660991463,9166276,1284288,962109,290577200
SR011-CL1-7000-7064,SR011,5,2D,fas,0.9356078269669004,0.8790066769288482,0.9164380231940952,0.9983156173533382,10530420,489312,960177,290010000
SR011-CL2-4040-4104,SR011,5,3D,epi,0.9531588406175697,0.9105095191135519,0.9813839434822598,0.9981456115211953,6896078,546976,130813,294416030
SR011-CL2-4040-4104,SR011,5,3D,fas,0.936092220774673,0.8798621826567322,0.8984747697437148,0.9997393350455784,3302707,77760,373197,298236220
SR011-CL2-4040-4104,SR011,5,2D,epi,0.9264385860869443,0.862958163436725,0.9583946869248434,0.9973653646480837,6734535,777120,292356,294185900
SR011-CL2-4040-4104,SR011,5,2D,fas,0.8825800893980627,0.7898374469832293,0.8121906883313601,0.9996512667649617,2985535,104032,690369,298209950
SR011-CR1-1850-1914,SR011,5,3D,epi,0.969158055509,0.9401616423238796,0.9532401568922976,0.9975849980994739,42582824,621424,2088840,256696800
SR011-CR1-1850-1914,SR011,5,3D,fas,0.8856421883510837,0.7947556692231539,0.9673292088540835,0.9982719682026769,2306404,517728,77897,299087870
SR011-CR1-1850-1914,SR011,5,2D,epi,0.922765413031228,0.856605816591719,0.8703094650783548,0.9972227384442501,38878172,714640,5793492,256603580
SR011-CR1-1850-1914,SR011,5,2D,fas,0.5635929071815545,0.3923629380551867,0.9116910994039763,0.9894666855359179,2173746,3155840,210555,296449760
SR011-CR1-6100-6164,SR011,5,3D,epi,0.9240435684057415,0.8588113247639352,0.9135509360092247,0.9975315140209917,10286082,717664,973369,290012770
SR011-CR1-6100-6164,SR011,5,3D,fas,0.9507949785817521,0.9062051354810794,0.9324331823534884,0.9993790430072654,5914433,183584,428577,295463300
SR011-CR1-6100-6164,SR011,5,2D,epi,0.9133994992303025,0.8406028697605906,0.8828482845211547,0.9980536747105487,9940387,565856,1319064,290164580
SR011-CR1-6100-6164,SR011,5,2D,fas,0.9444136489880086,0.8946815654471076,0.9288224360358883,0.9991812935700948,5891530,242048,451480,295404830
SR011-CR1-6780-6844,SR011,5,3D,epi,0.940137353630062,0.8870369729983986,0.963626578361369,0.9970320844218423,9670462,866496,365025,291087900
SR011-CR1-6780-6844,SR011,5,3D,fas,0.955587338124523,0.9149518892355746,0.9367348599015564,0.9989708311892317,11721886,297920,791672,289178400
SR011-CR1-6780-6844,SR011,5,2D,epi,0.9200483490989719,0.8519347586823491,0.8931095222384324,0.9983386994908973,8962789,485024,1072698,291469380
SR011-CR1-6780-6844,SR011,5,2D,fas,0.9626417351611714,0.9279742281811715,0.9676799356346133,0.998150370321823,12109119,535424,404439,288940900
SR011-TL1-4428-4492,SR011,5,3D,epi,0.9434234304658267,0.8929058789196566,0.9074523900030493,0.9998960259068782,1737902,31200,177242,300043550
SR011-TL1-4428-4492,SR011,5,3D,fas,0.9715459903583901,0.9446664423010507,0.98337497112382255,0.999911115896906,642786,26784,10867,301309440
SR011-TL1-4428-4492,SR011,5,2D,epi,0.9295773555834992,0.868420862014015,0.8764160815061426,0.9999412413077658,1678463,17632,236681,300057120
SR011-TL1-4428-4492,SR011,5,2D,fas,0.9760073961646865,0.9531391071664964,0.9803427812616174,0.9999380890898926,640804,18656,12849,301317570
SR011-TL1-5500-5564,SR011,5,3D,epi,0.9506118489306585,0.9058724819429032,0.9281723751221009,0.9998000243319753,2258649,59904,174788,299496540
SR011-TL1-5500-5564,SR011,5,3D,fas,0.9494872663756982,0.9038322297150436,0.9159652782941636,0.9999682418629615,652857,9568,59896,301267550
SR011-TL1-5500-5564,SR011,5,2D,epi,0.9486205688079848,0.9022628184122585,0.9199058779824586,0.9998411518064355,2238533,47584,194904,299508860
SR011-TL1-5500-5564,SR011,5,2D,fas,0.9463457870861405,0.8981559372016749,0.933237741545809,0.999907593381137,665168,27840,47585,301249280
SR011-TL1-6164-6228,SR011,5,3D,epi,0.9582412471293853,0.9198302817124473,0.9295664726227332,0.999907217167539,2439320,27776,184828,299337950
SR011-TL1-6164-6228,SR011,5,3D,fas,0.9676850245523244,0.9373931867380654,0.9597886190242878,0.9999456230476288,658200,16384,27576,301287740
SR011-TL1-6164-6228,SR011,5,2D,epi,0.9552113901153344,0.9142628289379804,0.9277864663121135,0.9998703391940846,2434649,38816,189499,299326900
SR011-TL1-6164-6228,SR011,5,2D,fas,0.9629253677584132,0.9285015155342258,0.9434057184853363,0.9999634654856107,646965,11008,38811,301293120
SR011-TL1-6700-6764,SR011,5,3D,epi,0.9573971016729749,0.9182758874056722,0.9241890217568499,0.9999214887860554,3361842,23424,275771,298328860
SR011-TL1-6700-6764,SR011,5,3D,fas,0.9227241040534689,0.8565346236051559,0.965423417192077,0.9997145296711055,653219,86016,23395,301227260
SR011-TL1-6700-6764,SR011,5,2D,epi,0.9574979433532663,0.9184614430719803,0.9325362538565812,0.9998131604717329,3392206,55744,245407,298296540
SR011-TL1-6700-6764,SR011,5,2D,fas,0.9202992095875123,0.8523650420186524,0.9177108366069872,0.999827846945952,620936,51872,55678,301261400
SR011-TL1-7148-7212,SR011,5,3D,epi,0.9632226137108101,0.9290544204077932,0.958971719624022,0.999090988318538,7950543,266976,340153,293432220
SR011-TL1-7148-7212,SR011,5,3D,fas,0.9267484604403946,0.8634960456899726,0.8923721129533688,0.9998770554917908,987134,36992,119057,300846720
SR011-TL1-7148-7212,SR011,5,2D,epi,0.9553324108492383,0.9144845889455167,0.9327189176879721,0.9994371384285499,7732889,165312,557807,293533900
SR011-TL1-7148-7212,SR011,5,2D,fas,0.9165136392677261,0.8458931025659618,0.9174925487551426,0.9996888100077681,1014922,93632,91269,300790080
SR011-TL1-7268-7332,SR011,5,3D,epi,0.977893911949197,0.9567440438732534,0.9776430501189137,0.9991986354832976,10447821,233440,238923,291069700
SR011-TL1-7268-7332,SR011,5,3D,fas,0.9384613224090701,0.8840575875566086,0.9152544918910035,0.9998672597150892,1035799,39936,95907,300818240
SR011-TL1-7268-7332,SR011,5,2D,epi,0.9601902672921686,0.9234288130691748,0.9346439851090286,0.9995544435135012,9988301,129792,698443,291173340
SR011-TL1-7268-7332,SR011,5,2D,fas,0.9070117762406765,0.829845881706774,0.9318701146764266,0.9995375362509676,1054603,139136,77103,300719040
SR011-TL1-7428-7492,SR011,5,3D,epi,0.9169987662963127,0.8467199646304435,0.8781858088225206,0.9977552971334405,15106612,639264,2095456,284148540
SR011-TL1-7428-7492,SR011,5,3D,fas,0.9090278906123676,0.8332274333966329,0.8585097536815494,0.999864184969853,1155294,40832,190403,300603360
SR011-TL1-7428-7492,SR011,5,2D,epi,0.8769927535943728,0.7809324084072787,0.8012865081105365,0.9984256629634136,13783785,448352,3418283,284339460
SR011-TL1-7428-7492,SR011,5,2D,fas,0.8951458869994312,0.8101937409350716,0.8630018495991296,0.9997082531366513,1161339,87712,184358,300556480
SR011-TL1-7492-7556,SR011,5,3D,epi,0.9334548773964576,0.8752136760213217,0.9065559868521635,0.9974010750115606,18524090,731744,1909386,280824670
SR011-TL1-7492-7556,SR011,5,3D,fas,0.8920346729045534,0.8051106393762704,0.8268000231802209,0.9998295987617333,1569407,51136,328763,300040580
SR011-TL1-7492-7556,SR011,5,2D,epi,0.8816787295659525,0.7883948493832651,0.8037949098821953,0.9985823942296523,16424324,399136,4009152,281157280
SR011-TL1-7492-7556,SR011,5,2D,fas,0.8887685962037065,0.799805146945462,0.8472397098257796,0.9996248613540535,1608205,112576,289965,299979140
SR011-TL1-7556-7620,SR011,5,3D,epi,0.9261332243452827,0.8624284178832481,0.9138253475747498,0.9956260966659082,18869130,1230560,1779378,280110820
SR011-TL1-7556-7620,SR011,5,3D,fas,0.9081353076480969,0.8317287975417095,0.8677386599696152,0.9996268924681528,2238974,111712,341266,299297950
SR011-TL1-7556-7620,SR011,5,2D,epi,0.8714033496098061,0.7721122947764666,0.7957974009550715,0.9977486141409316,16432029,633408,4216479,280707970
SR011-TL1-7556-7620,SR011,5,2D,fas,0.8974672455452979,0.8140050641753253,0.8671565435773416,0.999437292704584,2237472,168480,342768,299241180
SR011-TL1-7620-7684,SR011,5,3D,epi,0.9115111628084513,0.8374097479587166,0.9141028474855691,0.9932089753889097,19056324,1909248,1790700,279233600
SR011-TL1-7620-7684,SR011,5,3D,fas,0.8517728248114572,0.741815594698491,0.779760195965568,0.9996465158612604,1616138,106016,456471,299811260
SR011-TL1-7620-7684,SR011,5,2D,epi,0.8375861616238462,0.7205576310016415,0.750975103208976,0.9968698048207891,15655596,880032,5191428,280262820
SR011-TL1-7620-7684,SR011,5,2D,fas,0.8488655191801306,0.7374164646475931,0.7961988971388235,0.9994491280989095,1650209,165216,422400,299752060
SR011-TL1-7684-7748,SR011,5,3D,epi,0.8824125385979208,0.7895691112093208,0.9031012809988281,0.9905262574665785,16858188,2684128,1808808,280638750
SR011-TL1-7684-7748,SR011,5,3D,fas,0.8827165089551832,0.7900559849226084,0.8126255835816923,0.9998334127567059,1422766,50016,328060,300189060
SR011-TL1-7684-7748,SR011,5,2D,epi,0.8131074247915545,0.6850724671933804,0.708082275262715,0.99778706185377,13217769,626976,5449227,282695900
SR011-TL1-7684-7748,SR011,5,2D,fas,0.8854766100675682,0.7944890327705463,0.8477518611215507,0.9996090582159932,1484266,117376,266560,300121700
SR011-TL1-7748-7812,SR011,5,3D,epi,0.8662923208147699,0.7641231833565374,0.9217677389883039,0.988041906633056,15250709,3413376,1294358,282031460
SR011-TL1-7748-7812,SR011,5,3D,fas,0.8739023954640351,0.7760449821968561,0.8316835242329306,0.9996949089635936,1064258,91744,215385,300618500
SR011-TL1-7748-7812,SR011,5,2D,epi,0.7890783385013801,0.6516345058398142,0.6998183204697811,0.9957140860059431,11578541,1223392,4966526,284221440
SR011-TL1-7748-7812,SR011,5,2D,fas,0.8667462550021348,0.7648298175302015,0.8558699574803285,0.9994934658693365,1095208,152320,184435,300557920
SR011-TL1-7812-7876,SR011,5,3D,epi,0.895289837016676,0.8104296194749416,0.9241756903645866,0.9927804556006696,13653743,2073568,1120226,285142340
SR011-TL1-7812-7876,SR011,5,3D,fas,0.8568040736564598,0.7494813915204442,0.7713490561743688,0.9998656579408998,1067625,40384,316476,300565400
SR011-TL1-7812-7876,SR011,5,2D,epi,0.8307512803726947,0.7105000556575288,0.7547548664817152,0.9967960548591348,11150725,920224,3623244,286295680
SR011-TL1-7812-7876,SR011,5,2D,fas,0.8639319717980233,0.7604579570515195,0.8054491688106576,0.9997275900755443,1114823,81888,269278,300523900
